Page URL,Action,Expected,Actual,Passed
http://localhost:5173/construction/contracts/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/equipment/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/expenses/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/labor/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/materials/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/projects/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/subcontractors/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/variations/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/activities/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/leads/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/opportunities/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/customers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/banners/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/coupons/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/customers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/pages/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/products/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/returns/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/shipping/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/stores/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/checks/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/credit-notes/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/debit-notes/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/payment-vouchers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/receipt-vouchers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/assets/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/categories/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/accidents/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/contracts/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/drivers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/fuel/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/maintenance/requests/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/routes/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/trips/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/vehicles/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/violations/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/attendance/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/employees/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/leaves/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/payroll/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/adjustments/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/movements/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/products/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/transfers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/cod/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/deliveries/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/shipments/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/bom/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/finished-goods/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/material-issues/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/production-plans/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/scrap/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/work-centers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/work-orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/invoices/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/returns/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/branches/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/delivery/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/halls/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/menu-items/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/modifiers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/pos/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/production-centers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/recipes/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/reservations/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/shifts/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales-reps/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/invoices/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/orders/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/quotations/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/returns/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/suppliers/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/support-tickets/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/returns/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/setup/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/submissions/bulk/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/submissions/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/treasury/banks/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/treasury/treasuries/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/user-management/roles/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/user-management/users/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/invoices/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/job-cards/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/labor-operations/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/sections/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/service-packages/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/service-types/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/technicians/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/vehicles/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/accounting/chart-of-accounts/GST - MAD/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/accounting/fiscal-years/2026/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/billings/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Progress Bill',✗
http://localhost:5173/construction/boq/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar BOQ',✗
http://localhost:5173/construction/budgets/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Project Budget',✗
http://localhost:5173/construction/contracts/:id/edit,Edit,form loads,skipped: no records found for DocType 'Contract',✗
http://localhost:5173/construction/equipment/:id/edit,Edit,form loads,skipped: no records found for DocType 'Asset',✗
http://localhost:5173/construction/expenses/:id/edit,Edit,form loads,skipped: no records found for DocType 'Expense Claim',✗
http://localhost:5173/construction/labor/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Labor Record',✗
http://localhost:5173/construction/materials/:id/edit,Edit,form loads,skipped: no records found for DocType 'Material Request',✗
http://localhost:5173/construction/projects/:id/edit,Edit,form loads,skipped: no records found for DocType 'Project',✗
http://localhost:5173/construction/subcontractors/:id/edit,Edit,form loads,skipped: no records found for DocType 'Supplier',✗
http://localhost:5173/construction/variations/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Change Order',✗
http://localhost:5173/crm/activities/:id/edit,Edit,form loads,skipped: no records found for DocType 'ToDo',✗
http://localhost:5173/crm/leads/:id/edit,Edit,form loads,skipped: no records found for DocType 'Lead',✗
http://localhost:5173/crm/opportunities/:id/edit,Edit,form loads,skipped: no records found for DocType 'Opportunity',✗
http://localhost:5173/ecommerce/banners/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Banner',✗
http://localhost:5173/ecommerce/coupons/:id/edit,Edit,form loads,skipped: no records found for DocType 'Coupon Code',✗
http://localhost:5173/ecommerce/customers/:id/edit,Edit,form loads,skipped: no records found for DocType 'Customer',✗
http://localhost:5173/ecommerce/orders/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Order',✗
http://localhost:5173/ecommerce/pages/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar CMS Page',✗
http://localhost:5173/ecommerce/products/:id/edit,Edit,form loads,skipped: no records found for DocType 'Item',✗
http://localhost:5173/ecommerce/returns/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Invoice',✗
http://localhost:5173/ecommerce/shipping/:id/edit,Edit,form loads,skipped: no records found for DocType 'Shipping Rule',✗
http://localhost:5173/ecommerce/stores/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Store',✗
http://localhost:5173/financial/checks/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Cheque',✗
http://localhost:5173/financial/credit-notes/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Invoice',✗
http://localhost:5173/financial/debit-notes/:id/edit,Edit,form loads,skipped: no records found for DocType 'Purchase Invoice',✗
http://localhost:5173/fixed-assets/assets/:id/edit,Edit,form loads,skipped: no records found for DocType 'Asset',✗
http://localhost:5173/fixed-assets/categories/:id/edit,Edit,form loads,skipped: no records found for DocType 'Asset Category',✗
http://localhost:5173/fleet/accidents/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle Accident',✗
http://localhost:5173/fleet/contracts/:id/edit,Edit,form loads,skipped: no records found for DocType 'Contract',✗
http://localhost:5173/fleet/drivers/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Driver Profile',✗
http://localhost:5173/fleet/fuel/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Fuel Log',✗
http://localhost:5173/fleet/maintenance/requests/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle Maintenance Request',✗
http://localhost:5173/fleet/routes/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Route',✗
http://localhost:5173/fleet/trips/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Trip',✗
http://localhost:5173/fleet/vehicles/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle',✗
http://localhost:5173/fleet/violations/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle Violation',✗
http://localhost:5173/hr/attendance/:id/edit,Edit,form loads,skipped: no records found for DocType 'Attendance',✗
http://localhost:5173/hr/leaves/:id/edit,Edit,form loads,skipped: no records found for DocType 'Leave Application',✗
http://localhost:5173/hr/payroll/:id/edit,Edit,form loads,skipped: no records found for DocType 'Salary Slip',✗
http://localhost:5173/inventory/adjustments/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Reconciliation',✗
http://localhost:5173/inventory/movements/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Entry',✗
http://localhost:5173/inventory/transfers/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Entry',✗
http://localhost:5173/logistics/cod/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar COD Settlement',✗
http://localhost:5173/logistics/deliveries/:id/edit,Edit,form loads,skipped: no records found for DocType 'Delivery Note',✗
http://localhost:5173/logistics/orders/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Order',✗
http://localhost:5173/logistics/shipments/:id/edit,Edit,form loads,skipped: no records found for DocType 'Shipment',✗
http://localhost:5173/mfg/bom/:id/edit,Edit,form loads,skipped: no records found for DocType 'BOM',✗
http://localhost:5173/mfg/finished-goods/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Entry',✗
http://localhost:5173/mfg/material-issues/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Entry',✗
http://localhost:5173/mfg/production-plans/:id/edit,Edit,form loads,skipped: no records found for DocType 'Production Plan',✗
http://localhost:5173/mfg/scrap/:id/edit,Edit,form loads,skipped: no records found for DocType 'Stock Entry',✗
http://localhost:5173/mfg/work-centers/:id/edit,Edit,form loads,skipped: no records found for DocType 'Workstation',✗
http://localhost:5173/mfg/work-orders/:id/edit,Edit,form loads,skipped: no records found for DocType 'Work Order',✗
http://localhost:5173/purchases/returns/:id/edit,Edit,form loads,skipped: no records found for DocType 'Purchase Invoice',✗
http://localhost:5173/restaurant/branches/:id/edit,Edit,form loads,skipped: no records found for DocType 'Branch',✗
http://localhost:5173/restaurant/delivery/:id/edit,Edit,form loads,skipped: no records found for DocType 'Delivery Note',✗
http://localhost:5173/restaurant/halls/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Hall',✗
http://localhost:5173/restaurant/menu-items/:id/edit,Edit,form loads,skipped: no records found for DocType 'Item',✗
http://localhost:5173/restaurant/modifiers/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Modifier Group',✗
http://localhost:5173/restaurant/orders/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Order',✗
http://localhost:5173/restaurant/pos/:id/edit,Edit,form loads,skipped: no records found for DocType 'POS Profile',✗
http://localhost:5173/restaurant/production-centers/Goods In Transit - MAD/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/recipes/:id/edit,Edit,form loads,skipped: no records found for DocType 'BOM',✗
http://localhost:5173/restaurant/reservations/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Reservation',✗
http://localhost:5173/restaurant/shifts/:id/edit,Edit,form loads,skipped: no records found for DocType 'Shift Type',✗
http://localhost:5173/sales/orders/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Order',✗
http://localhost:5173/sales/returns/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Invoice',✗
http://localhost:5173/tax/returns/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar VAT Return',✗
http://localhost:5173/tax/setup/Egypt Tax - MAD/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/submissions/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar EInvoice Submission',✗
http://localhost:5173/tax/submissions/bulk/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar EInvoice Bulk Batch',✗
http://localhost:5173/treasury/banks/:id/edit,Edit,form loads,skipped: no records found for DocType 'Bank Account',✗
http://localhost:5173/treasury/treasuries/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Treasury',✗
http://localhost:5173/user-management/roles/Analytics/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/user-management/users/Guest/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/invoices/:id/edit,Edit,form loads,skipped: no records found for DocType 'Sales Invoice',✗
http://localhost:5173/workshop/job-cards/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle Job Card',✗
http://localhost:5173/workshop/setup/labor-operations/:id/edit,Edit,form loads,skipped: no records found for DocType 'Operation',✗
http://localhost:5173/workshop/setup/sections/Legal - MAD/edit,Edit,form loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/service-packages/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Maintenance Package',✗
http://localhost:5173/workshop/setup/service-types/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Service Type',✗
http://localhost:5173/workshop/setup/technicians/:id/edit,Edit,form loads,skipped: no records found for DocType 'Employee',✗
http://localhost:5173/workshop/vehicles/:id/edit,Edit,form loads,skipped: no records found for DocType 'Madaar Vehicle',✗
